,start,mid,end,grade,user_grade,is_benchmark,repeats,url
367057,"[[10, 4]]","[[9, 6], [10, 8], [8, 10], [10, 13], [8, 14], [10, 15]]","[[8, 17]]",0,,False,7,https://moonboard.com/Problems/View/367057/right-end-pinch-6b
367055,"[[9, 4], [6, 5]]","[[7, 9], [5, 10], [6, 13], [3, 14]]","[[3, 17]]",1,,False,4,https://moonboard.com/Problems/View/367055/nere-di-sirolo
367054,"[[10, 4], [6, 1]]","[[6, 7], [9, 8], [6, 12], [8, 15]]","[[4, 17]]",1,,False,6,https://moonboard.com/Problems/View/367054/mandingo
367053,"[[5, 4], [9, 1]]","[[6, 7], [1, 7], [1, 8], [0, 11], [2, 13], [1, 15], [6, 16]]","[[8, 17]]",2,,False,2,https://moonboard.com/Problems/View/367053/cinel
367052,"[[6, 3]]","[[4, 7], [7, 9], [6, 13], [3, 14], [6, 16]]","[[3, 17]]",1,,False,3,https://moonboard.com/Problems/View/367052/placido
367051,"[[6, 3], [7, 4]]","[[9, 6], [7, 9], [8, 10], [6, 13], [8, 15]]","[[4, 17]]",0,,False,7,https://moonboard.com/Problems/View/367051/gamberetto
367050,"[[0, 4]]","[[4, 7], [2, 9], [2, 12], [4, 14]]","[[6, 17]]",1,,False,2,https://moonboard.com/Problems/View/367050/ristorante-da-bianca
367039,"[[8, 4]]","[[10, 5], [7, 8], [10, 9], [8, 11], [9, 13], [7, 13]]","[[7, 17]]",3,,False,1,https://moonboard.com/Problems/View/367039/parzanico
367038,"[[5, 4]]","[[3, 7], [0, 9], [3, 12]]","[[2, 17]]",4,,False,2,https://moonboard.com/Problems/View/367038/albero-parlante
367037,"[[5, 4]]","[[9, 7], [7, 10], [5, 13], [8, 15]]","[[4, 17]]",0,,False,5,https://moonboard.com/Problems/View/367037/miss-mad
367036,"[[10, 4]]","[[5, 4], [5, 9], [8, 11], [8, 14]]","[[10, 17]]",2,,False,1,https://moonboard.com/Problems/View/367036/struzzi
367029,"[[5, 4]]","[[7, 9], [6, 12], [8, 15]]","[[6, 17]]",0,,False,5,https://moonboard.com/Problems/View/367029/ladder-938494
367018,"[[1, 2], [5, 5]]","[[3, 9], [1, 6], [2, 12], [5, 14]]","[[2, 17]]",3,,False,1,https://moonboard.com/Problems/View/367018/monotonic-increase
367015,"[[8, 4], [10, 5]]","[[10, 8], [10, 10], [10, 12], [6, 13]]","[[3, 17]]",3,,False,2,https://moonboard.com/Problems/View/367015/huck-norris
367014,"[[5, 4]]","[[6, 7], [7, 10], [9, 13], [6, 14]]","[[10, 17]]",1,,False,1,https://moonboard.com/Problems/View/367014/hoo-dee-hoo
367012,"[[5, 4], [6, 1]]","[[6, 7], [4, 9], [6, 12], [4, 14]]","[[6, 17], [3, 17]]",0,,False,9,https://moonboard.com/Problems/View/367012/warmup-vee-two
367009,"[[5, 4]]","[[1, 7], [3, 9], [1, 12], [4, 14], [4, 15]]","[[8, 17]]",1,,False,6,https://moonboard.com/Problems/View/367009/happy-funtime
367000,"[[6, 1], [5, 4]]","[[7, 9], [4, 12], [8, 13], [4, 14], [7, 15]]","[[3, 17]]",0,,False,4,https://moonboard.com/Problems/View/367000/zamtaram
366999,"[[6, 1], [5, 4]]","[[7, 9], [4, 12], [8, 13], [7, 15]]","[[3, 17]]",0,,False,2,https://moonboard.com/Problems/View/366999/tat%C3%BCtata
366998,"[[10, 4], [8, 4]]","[[9, 6], [9, 7], [7, 8], [7, 9], [7, 10], [6, 12], [5, 13], [4, 14], [4, 15], [2, 11], [3, 8]]","[[4, 17]]",0,,False,3,https://moonboard.com/Problems/View/366998/thea-s-problem
366997,"[[5, 4]]","[[1, 7], [1, 10], [0, 11], [4, 12], [6, 12]]","[[6, 17]]",3,,False,5,https://moonboard.com/Problems/View/366997/magnum-x
366990,"[[1, 2], [5, 4]]","[[5, 9], [8, 11], [2, 14]]","[[2, 17]]",4,,False,3,https://moonboard.com/Problems/View/366990/backfire
366988,"[[6, 1], [1, 3]]","[[4, 9], [3, 13]]","[[4, 17]]",4,,False,1,https://moonboard.com/Problems/View/366988/lockdown-in-africa
366986,"[[6, 1]]","[[2, 6], [5, 11], [2, 14]]","[[1, 17]]",4,,False,2,https://moonboard.com/Problems/View/366986/covid-19-2-0
366985,"[[6, 3]]","[[6, 5], [10, 8], [8, 9], [8, 13], [6, 16]]","[[6, 17]]",0,,False,2,https://moonboard.com/Problems/View/366985/deliverance
366980,"[[2, 4], [0, 4]]","[[4, 7], [3, 9], [6, 12]]","[[3, 17]]",2,,False,1,https://moonboard.com/Problems/View/366980/facil-eh
366953,"[[8, 4]]","[[10, 8], [7, 11], [7, 13]]","[[3, 17]]",4,,False,2,https://moonboard.com/Problems/View/366953/trees-in-the-wind
366952,"[[5, 4]]","[[3, 9], [1, 7], [1, 12], [4, 14], [5, 14]]","[[8, 17]]",1,,False,5,https://moonboard.com/Problems/View/366952/26-de-abril
366950,"[[9, 4]]","[[4, 7], [6, 8], [5, 10], [8, 13]]","[[8, 17]]",2,,False,1,https://moonboard.com/Problems/View/366950/open-your-eyes
366937,"[[0, 4], [2, 4]]","[[1, 7], [1, 9], [5, 10], [4, 10], [6, 12], [4, 15]]","[[4, 17]]",0,,False,9,https://moonboard.com/Problems/View/366937/wood-bench
366925,"[[6, 3], [3, 4]]","[[4, 7], [0, 8], [1, 11], [3, 14]]","[[1, 17]]",4,,False,2,https://moonboard.com/Problems/View/366925/to-warmer-waters-b-w
366915,"[[2, 4], [3, 4]]","[[2, 6], [1, 7], [3, 9], [6, 12], [8, 13], [8, 15], [6, 7], [9, 15], [10, 10], [2, 11], [4, 11]]","[[10, 17]]",1,,False,1,https://moonboard.com/Problems/View/366915/2020%E3%83%9C%E3%83%AB%E3%83%9C%E3%83%AB%E3%82%AD%E3%83%83%E3%82%BA10
366909,"[[10, 4]]","[[9, 1], [9, 6], [10, 8], [7, 9], [4, 9], [4, 11], [4, 5], [2, 12], [4, 14], [4, 15]]","[[6, 17]]",0,,False,5,https://moonboard.com/Problems/View/366909/2020%E3%83%9C%E3%83%AB%E3%83%9C%E3%83%AB%E3%82%AD%E3%83%83%E3%82%BA3
366908,"[[5, 4]]","[[4, 7], [5, 8], [6, 3], [2, 9], [3, 11], [2, 12], [3, 14], [3, 16]]","[[4, 17]]",0,,False,4,https://moonboard.com/Problems/View/366908/2020%E3%83%9C%E3%83%AB%E3%83%9C%E3%83%AB%E3%82%AD%E3%83%83%E3%82%BA2
366907,"[[8, 4]]","[[9, 6], [7, 8], [7, 10], [6, 12], [6, 14], [6, 16], [6, 1]]","[[4, 17]]",0,,False,2,https://moonboard.com/Problems/View/366907/2020%E3%83%9C%E3%83%AB%E3%83%9C%E3%83%AB%E3%82%AD%E3%83%83%E3%82%BA1
366899,"[[5, 4]]","[[9, 6], [8, 9], [9, 11], [5, 13]]","[[6, 17]]",1,,False,5,https://moonboard.com/Problems/View/366899/weak-days
366891,"[[1, 5], [3, 4]]","[[3, 6], [1, 9], [6, 9], [6, 12], [4, 15], [3, 16]]","[[1, 17]]",2,,False,3,https://moonboard.com/Problems/View/366891/mole-problems
366884,"[[1, 5], [6, 3]]","[[3, 9], [3, 10], [7, 9], [7, 11], [10, 13], [10, 7]]","[[6, 17]]",3,,False,2,https://moonboard.com/Problems/View/366884/long-island-iced-tea
366879,"[[7, 4], [9, 4]]","[[9, 6], [8, 9], [9, 12], [6, 14], [10, 13]]","[[8, 17]]",0,,False,5,https://moonboard.com/Problems/View/366879/seradiencasa
366878,"[[5, 4], [6, 1]]","[[9, 7], [7, 10], [7, 9], [1, 10], [3, 14], [1, 15]]","[[0, 17]]",1,,False,3,https://moonboard.com/Problems/View/366878/captain-heelhook-s-warmup
366875,"[[1, 2], [3, 4]]","[[4, 7], [1, 9], [4, 12], [2, 14]]","[[4, 17]]",1,,False,14,https://moonboard.com/Problems/View/366875/santucci
366874,"[[2, 4], [4, 5]]","[[2, 7], [6, 8], [4, 10], [6, 12], [4, 14]]","[[8, 17]]",0,,False,7,https://moonboard.com/Problems/View/366874/il-fornaio-di-daone
366873,"[[8, 4]]","[[3, 5], [2, 6], [3, 9], [0, 12], [3, 15]]","[[2, 17]]",3,,False,3,https://moonboard.com/Problems/View/366873/marcosimo
366869,"[[1, 3], [3, 5]]","[[3, 8], [6, 10], [5, 13], [8, 15]]","[[7, 17]]",2,,False,3,https://moonboard.com/Problems/View/366869/very-hard-times
366866,"[[5, 4]]","[[6, 7], [3, 8], [7, 9], [6, 12], [6, 13], [4, 14]]","[[6, 17]]",0,,False,6,https://moonboard.com/Problems/View/366866/terapia-tapioco
366865,"[[8, 4]]","[[5, 8], [6, 10], [2, 11], [5, 14]]","[[2, 17]]",3,,False,2,https://moonboard.com/Problems/View/366865/latte-di-capretta
366862,"[[10, 4], [8, 4]]","[[5, 4], [7, 9], [2, 12], [5, 15]]","[[4, 17]]",1,,False,1,https://moonboard.com/Problems/View/366862/la-fusteria
366861,"[[6, 1], [6, 3]]","[[4, 7], [8, 9], [6, 12], [4, 14], [4, 15], [1, 15]]","[[1, 17]]",0,,False,5,https://moonboard.com/Problems/View/366861/high-pressure
366860,"[[5, 4], [8, 3]]","[[9, 7], [8, 9], [7, 10], [4, 9], [4, 12], [5, 13], [6, 16]]","[[6, 17], [4, 17]]",0,,False,5,https://moonboard.com/Problems/View/366860/burn-it-down-1986
366859,"[[10, 4], [7, 4]]","[[9, 7], [8, 9], [4, 9], [8, 12], [8, 13], [6, 14]]","[[6, 17]]",0,,False,3,https://moonboard.com/Problems/View/366859/i-feel-it-still
366852,"[[5, 4]]","[[4, 7], [2, 9], [5, 10], [4, 12], [8, 13], [7, 15]]","[[8, 17]]",0,,False,3,https://moonboard.com/Problems/View/366852/%C3%A8-arrivato-mene-vado
366850,"[[5, 4]]","[[4, 7], [1, 10], [4, 12], [2, 14]]","[[3, 17]]",0,,False,2,https://moonboard.com/Problems/View/366850/the-locust
366848,"[[5, 4]]","[[4, 7], [7, 10], [5, 13], [8, 15]]","[[4, 17]]",0,,False,3,https://moonboard.com/Problems/View/366848/the-real-6b
366842,"[[5, 4], [8, 3]]","[[9, 7], [7, 9], [6, 12], [7, 15], [5, 6], [10, 10]]","[[6, 17]]",0,,False,4,https://moonboard.com/Problems/View/366842/rona
366837,"[[6, 3]]","[[9, 7], [7, 10], [6, 12], [2, 14]]","[[4, 17]]",0,,False,1,https://moonboard.com/Problems/View/366837/warm-up-in-the-desert-b
366836,"[[5, 4]]","[[1, 7], [5, 9], [3, 11], [4, 14]]","[[4, 17]]",0,,False,4,https://moonboard.com/Problems/View/366836/warm-up-in-the-desert-a
366829,"[[9, 4]]","[[6, 7], [8, 9], [5, 11], [8, 12], [4, 13]]","[[6, 17]]",0,,False,1,https://moonboard.com/Problems/View/366829/lab-102
366826,"[[6, 5], [8, 3]]","[[7, 7], [3, 9], [3, 12], [4, 11], [4, 14]]","[[6, 17]]",1,,False,1,https://moonboard.com/Problems/View/366826/seismic-ptsd
366825,"[[5, 4]]","[[7, 9], [2, 12], [4, 13], [2, 14]]","[[6, 17]]",1,,False,2,https://moonboard.com/Problems/View/366825/lab-201
366817,"[[6, 1], [3, 5]]","[[5, 8], [2, 11], [5, 14]]","[[2, 17]]",4,,False,3,https://moonboard.com/Problems/View/366817/magnetic-north
366815,"[[8, 4]]","[[6, 6], [2, 8], [3, 12]]","[[2, 17]]",4,,False,1,https://moonboard.com/Problems/View/366815/quarantena-taglio-vena
366814,"[[1, 3], [3, 4]]","[[3, 8], [2, 9], [6, 12], [5, 14]]","[[6, 17]]",0,,False,3,https://moonboard.com/Problems/View/366814/pancake-dinner-party
366813,"[[5, 4]]","[[2, 6], [3, 9], [0, 11], [3, 12], [1, 14]]","[[2, 17]]",1,,False,4,https://moonboard.com/Problems/View/366813/2020-vision
366807,"[[6, 3]]","[[7, 7], [6, 8], [2, 9], [3, 14]]","[[0, 17]]",4,,False,1,https://moonboard.com/Problems/View/366807/add-a-hold
366805,"[[6, 3]]","[[6, 8], [2, 9], [3, 14]]","[[0, 17]]",4,,False,2,https://moonboard.com/Problems/View/366805/easier-ver-to-another
366802,"[[10, 4]]","[[9, 7], [4, 9], [4, 10], [1, 7], [2, 14]]","[[6, 17]]",3,,False,3,https://moonboard.com/Problems/View/366802/one-more
366798,"[[1, 2], [0, 4]]","[[6, 7], [2, 6], [4, 10], [6, 12], [8, 15]]","[[4, 17]]",0,,False,2,https://moonboard.com/Problems/View/366798/diamond-white
366797,"[[1, 2], [0, 4]]","[[2, 4], [4, 5], [6, 8], [7, 10], [8, 13], [10, 15]]","[[8, 17]]",0,,False,1,https://moonboard.com/Problems/View/366797/von-lindemann
366796,"[[8, 4], [6, 1]]","[[6, 7], [8, 9], [6, 12], [8, 15]]","[[6, 17], [7, 17]]",0,,False,3,https://moonboard.com/Problems/View/366796/calcolo-infinitesimale
366794,"[[5, 4]]","[[6, 8], [3, 9], [6, 11], [4, 12], [7, 15]]","[[4, 17]]",0,,False,2,https://moonboard.com/Problems/View/366794/new-normal
366792,"[[6, 3], [5, 4]]","[[6, 1], [7, 9], [4, 9], [6, 12], [4, 14], [4, 7], [6, 16]]","[[4, 17]]",0,,False,8,https://moonboard.com/Problems/View/366792/rockin-rooster
366789,"[[5, 4]]","[[6, 8], [3, 9], [5, 13], [7, 15], [6, 11]]","[[4, 17]]",1,,False,5,https://moonboard.com/Problems/View/366789/marshmallow-delight
366788,"[[7, 4], [6, 5]]","[[7, 7], [4, 8], [8, 9], [6, 13], [8, 14], [6, 16]]","[[8, 17]]",1,,False,2,https://moonboard.com/Problems/View/366788/sars-bby-boi
366783,"[[4, 5]]","[[5, 8], [3, 11], [2, 13], [1, 14]]","[[0, 17]]",0,,False,1,https://moonboard.com/Problems/View/366783/phalanges
366780,"[[5, 4]]","[[1, 7], [1, 8], [1, 9], [4, 12], [4, 14]]","[[8, 17]]",0,,False,2,https://moonboard.com/Problems/View/366780/yes-we-have-no-bananas
366778,"[[0, 4]]","[[1, 7], [5, 9], [4, 12], [4, 14]]","[[1, 17]]",0,,False,7,https://moonboard.com/Problems/View/366778/richoss-maximoss
366777,"[[5, 4]]","[[7, 9], [10, 4], [6, 12], [6, 14], [1, 8]]","[[3, 17]]",0,,False,5,https://moonboard.com/Problems/View/366777/locked-down
366764,"[[6, 5], [9, 4]]","[[7, 9], [2, 12], [5, 14], [5, 15]]","[[7, 17]]",1,,False,4,https://moonboard.com/Problems/View/366764/captain-heelhook-s-cross
366763,"[[6, 3], [9, 4]]","[[8, 9], [7, 9], [4, 11], [2, 12], [5, 15]]","[[4, 17]]",1,,False,5,https://moonboard.com/Problems/View/366763/captain-heelhook
366759,"[[5, 4]]","[[9, 7], [8, 10], [8, 12], [5, 13]]","[[4, 17]]",1,,False,3,https://moonboard.com/Problems/View/366759/eliminate-the-yellow
366758,"[[1, 2]]","[[2, 6], [2, 9], [5, 10], [5, 13]]","[[8, 17]]",0,,False,1,https://moonboard.com/Problems/View/366758/livin-through-covid
366755,"[[6, 1], [3, 2]]","[[7, 6], [5, 8], [9, 10], [7, 11], [10, 13]]","[[6, 17]]",2,,False,2,https://moonboard.com/Problems/View/366755/captuzzi
366754,"[[9, 4], [6, 3]]","[[4, 5], [4, 7], [1, 3], [1, 9], [4, 11], [2, 12], [4, 15]]","[[3, 17], [6, 17]]",0,,False,6,https://moonboard.com/Problems/View/366754/hydrogen-and-helium
366753,"[[5, 4]]","[[6, 8], [4, 10], [6, 12], [2, 14]]","[[4, 17]]",1,,False,5,https://moonboard.com/Problems/View/366753/simone
366745,"[[5, 4]]","[[5, 9], [3, 12], [6, 15]]","[[3, 17]]",4,,False,4,https://moonboard.com/Problems/View/366745/all-crimped-out
366739,"[[3, 2], [0, 4]]","[[3, 10], [8, 13], [3, 8]]","[[6, 17]]",3,,False,1,https://moonboard.com/Problems/View/366739/frank-n-my-jams
366738,"[[5, 4]]","[[2, 7], [6, 9], [10, 6], [6, 11], [6, 12], [1, 15]]","[[3, 17]]",3,,False,1,https://moonboard.com/Problems/View/366738/chalkball
366735,"[[5, 4], [6, 1]]","[[7, 8], [7, 11], [7, 13], [4, 14]]","[[3, 17]]",1,,False,3,https://moonboard.com/Problems/View/366735/mackerel
366732,"[[4, 5], [6, 1]]","[[5, 8], [2, 11], [7, 13]]","[[4, 17]]",3,,False,2,https://moonboard.com/Problems/View/366732/sysiphus
366730,"[[6, 1], [10, 4]]","[[8, 13], [4, 15], [7, 8]]","[[2, 17]]",3,,False,1,https://moonboard.com/Problems/View/366730/doobie
366726,"[[8, 3]]","[[4, 6], [5, 10], [4, 13]]","[[6, 17]]",4,,False,2,https://moonboard.com/Problems/View/366726/brickbattle
366723,"[[5, 4]]","[[5, 10], [4, 12], [9, 6]]","[[6, 17]]",1,,False,1,https://moonboard.com/Problems/View/366723/yyyyyyyy-direct
366722,"[[5, 4]]","[[4, 9], [9, 8], [8, 12], [4, 14]]","[[6, 17], [1, 17]]",0,,False,3,https://moonboard.com/Problems/View/366722/cuarentena
366721,"[[6, 3], [5, 4]]","[[6, 7], [1, 7], [7, 9], [4, 9], [4, 12], [2, 12], [4, 14], [6, 16]]","[[4, 17]]",0,,False,4,https://moonboard.com/Problems/View/366721/addon-v2
366712,"[[5, 4]]","[[0, 11], [4, 11], [1, 7]]","[[4, 17]]",3,,False,1,https://moonboard.com/Problems/View/366712/sqbc
366706,"[[7, 4]]","[[10, 8], [4, 9], [7, 13]]","[[3, 17]]",3,,False,2,https://moonboard.com/Problems/View/366706/mala-gente
366696,"[[6, 1], [4, 5]]","[[4, 8], [7, 11], [3, 12], [2, 13]]","[[0, 17]]",2,,False,1,https://moonboard.com/Problems/View/366696/quarantine-fatigue
366694,"[[6, 3], [5, 4]]","[[4, 7], [7, 9], [7, 10], [6, 12], [4, 12], [4, 14]]","[[6, 17], [3, 17]]",0,,False,13,https://moonboard.com/Problems/View/366694/no-prospect-of-an-end
366693,"[[5, 4], [8, 3]]","[[7, 7], [4, 9], [7, 9], [6, 12], [4, 14]]","[[6, 17], [4, 17]]",0,,False,8,https://moonboard.com/Problems/View/366693/no-vestige-of-a-beginning
366687,"[[9, 1], [7, 4]]","[[9, 6], [5, 6], [7, 9], [9, 12], [8, 14]]","[[10, 17]]",1,,False,5,https://moonboard.com/Problems/View/366687/forearms-really-love-it
366682,"[[0, 4], [2, 4]]","[[9, 4], [5, 9], [5, 10], [2, 7], [8, 13], [8, 15]]","[[10, 17]]",1,,False,2,https://moonboard.com/Problems/View/366682/lantern-lights
366681,"[[1, 2]]","[[2, 7], [5, 9], [5, 10], [7, 4], [8, 13]]","[[6, 17]]",3,,False,1,https://moonboard.com/Problems/View/366681/anglobeats
366675,"[[5, 4]]","[[5, 10], [4, 7], [0, 13], [3, 16]]","[[4, 17]]",1,,False,3,https://moonboard.com/Problems/View/366675/malvern
366673,"[[5, 4], [6, 1]]","[[2, 7], [6, 10], [2, 12], [8, 12], [4, 15]]","[[8, 17]]",1,,False,1,https://moonboard.com/Problems/View/366673/-zip
366672,"[[10, 4]]","[[5, 6], [5, 9], [2, 12], [4, 15]]","[[0, 17]]",1,,False,1,https://moonboard.com/Problems/View/366672/all-gas-no-brakes
366669,"[[9, 1], [7, 4]]","[[9, 6], [5, 6], [7, 9], [9, 12], [8, 14], [10, 15]]","[[10, 17]]",1,,False,4,https://moonboard.com/Problems/View/366669/forearms-love-it
366658,"[[3, 4], [1, 2]]","[[2, 6], [4, 7], [4, 9], [6, 12], [4, 15], [3, 16]]","[[1, 17]]",0,,False,3,https://moonboard.com/Problems/View/366658/dupl%C3%A8-paura
366657,"[[3, 2], [8, 4]]","[[2, 6], [3, 9], [2, 11], [7, 13], [5, 14]]","[[7, 17]]",3,,False,2,https://moonboard.com/Problems/View/366657/it-s-morphing-time
366655,"[[5, 4]]","[[6, 8], [4, 9], [6, 12], [2, 14]]","[[4, 17]]",1,,False,5,https://moonboard.com/Problems/View/366655/30-03-53
366651,"[[10, 4]]","[[9, 7], [7, 9], [6, 12], [4, 14]]","[[2, 17]]",0,,False,2,https://moonboard.com/Problems/View/366651/mummy-s-milk
366649,"[[8, 5], [6, 1]]","[[4, 6], [6, 12]]","[[3, 17]]",4,,False,1,https://moonboard.com/Problems/View/366649/buen-ojo
366643,"[[1, 2]]","[[5, 6], [6, 7], [7, 10], [4, 14], [5, 13]]","[[6, 17]]",2,,False,1,https://moonboard.com/Problems/View/366643/toe-throw-grab
366635,"[[3, 4], [1, 3]]","[[4, 7], [3, 6], [4, 9], [8, 13], [6, 16]]","[[8, 17]]",0,,False,2,https://moonboard.com/Problems/View/366635/home-boarders-rise-up
366634,"[[8, 5], [6, 5]]","[[6, 1], [9, 9], [5, 9], [4, 11], [2, 13], [6, 15]]","[[4, 17]]",3,,False,1,https://moonboard.com/Problems/View/366634/keep-going-left-var
366630,"[[5, 5], [1, 2]]","[[3, 9], [1, 10], [1, 6], [10, 7], [8, 11], [5, 14]]","[[2, 17]]",4,,False,1,https://moonboard.com/Problems/View/366630/widespread
366626,"[[0, 4], [2, 4]]","[[2, 6], [6, 8], [7, 10], [8, 13], [8, 15]]","[[10, 17]]",0,,False,4,https://moonboard.com/Problems/View/366626/the-snoo
366624,"[[2, 4], [1, 5]]","[[6, 8], [3, 10], [7, 11], [3, 14]]","[[3, 17]]",2,,False,1,https://moonboard.com/Problems/View/366624/i-take-two-coronas
366623,"[[1, 5], [2, 4]]","[[6, 8], [10, 6], [5, 10], [8, 13], [4, 13], [4, 15]]","[[3, 17]]",4,,False,4,https://moonboard.com/Problems/View/366623/quarant%C3%A4ne-boulder
366622,"[[5, 4]]","[[7, 9], [6, 12], [8, 13], [4, 14]]","[[4, 17]]",0,,False,22,https://moonboard.com/Problems/View/366622/the-best-warm-up
366615,"[[6, 1], [7, 4]]","[[9, 7], [4, 10], [8, 13]]","[[4, 17], [2, 17]]",0,,False,3,https://moonboard.com/Problems/View/366615/rock-sock
366611,"[[7, 4], [9, 1]]","[[9, 7], [5, 8], [7, 11], [5, 13]]","[[10, 17]]",3,,False,2,https://moonboard.com/Problems/View/366611/rock-up-%E6%B5%B7%E7%8E%8B
366597,"[[5, 4]]","[[6, 8], [4, 9], [8, 12], [4, 13]]","[[8, 17]]",0,,False,5,https://moonboard.com/Problems/View/366597/the-underground
366596,"[[6, 1]]","[[5, 6], [7, 10], [10, 12], [8, 15]]","[[10, 17]]",3,,False,1,https://moonboard.com/Problems/View/366596/chimera
366595,"[[5, 4]]","[[4, 7], [2, 9], [6, 12], [8, 13], [10, 9], [8, 15]]","[[10, 17]]",0,,False,9,https://moonboard.com/Problems/View/366595/quarentine-x
366594,"[[5, 4]]","[[5, 8], [3, 9], [6, 11], [4, 14], [5, 14]]","[[6, 17]]",0,,False,5,https://moonboard.com/Problems/View/366594/quarentine-v
366580,"[[8, 3], [5, 4]]","[[9, 7], [8, 9], [5, 11], [4, 12], [4, 15]]","[[6, 17]]",0,,False,2,https://moonboard.com/Problems/View/366580/spartaco-lavagnini
366579,"[[10, 4], [8, 4]]","[[9, 7], [8, 9], [6, 12], [8, 10], [8, 13], [7, 9], [7, 15], [8, 15]]","[[6, 17]]",0,,False,4,https://moonboard.com/Problems/View/366579/youth-3-6a
366578,"[[5, 4], [4, 5]]","[[5, 7], [6, 8], [4, 10], [6, 12], [4, 14], [4, 15], [3, 16]]","[[4, 17]]",0,,False,3,https://moonboard.com/Problems/View/366578/youth-2-5
366577,"[[5, 4], [8, 3]]","[[4, 7], [6, 8], [4, 9], [6, 12], [8, 13], [7, 15], [8, 15], [5, 11]]","[[6, 17]]",0,,False,5,https://moonboard.com/Problems/View/366577/youth-1-5
366576,"[[6, 1], [5, 4]]","[[9, 7], [7, 10], [5, 13], [4, 14], [1, 15]]","[[1, 17]]",0,,False,7,https://moonboard.com/Problems/View/366576/23-marzo-1919
366573,"[[6, 1], [5, 4]]","[[4, 7], [6, 8], [4, 9], [6, 12], [4, 14]]","[[4, 17]]",0,,False,12,https://moonboard.com/Problems/View/366573/tik-tacos
366572,"[[5, 4]]","[[4, 7], [6, 9], [5, 12], [7, 15]]","[[6, 17]]",1,,False,3,https://moonboard.com/Problems/View/366572/nu-l%C3%A4gger-jag-ner
366569,"[[6, 3], [4, 5]]","[[2, 14], [4, 15], [4, 11], [3, 8], [7, 7]]","[[1, 17]]",0,,False,4,https://moonboard.com/Problems/View/366569/karant%C3%A4n
366566,"[[8, 4]]","[[9, 7], [7, 10], [3, 11], [4, 14]]","[[3, 17]]",1,,False,3,https://moonboard.com/Problems/View/366566/stark%C3%B6%C3%B6%C3%B6
366565,"[[5, 4], [1, 2]]","[[4, 7], [6, 8], [4, 9], [7, 10], [6, 12], [6, 14], [7, 15], [10, 15]]","[[8, 17], [10, 17]]",0,,False,2,https://moonboard.com/Problems/View/366565/fiume-1919
366540,"[[9, 4]]","[[10, 6], [5, 7], [6, 1], [3, 2], [6, 10], [2, 12], [4, 13]]","[[2, 17]]",3,,False,1,https://moonboard.com/Problems/View/366540/sinaroga-cool-down
366525,"[[5, 4]]","[[6, 8], [1, 10], [3, 14]]","[[3, 17]]",1,,False,5,https://moonboard.com/Problems/View/366525/behind-the-house
366521,"[[3, 5], [5, 5]]","[[9, 4], [7, 7], [4, 8], [4, 11], [4, 13], [2, 15]]","[[0, 17]]",3,,False,1,https://moonboard.com/Problems/View/366521/schul-die-schulti
366518,"[[5, 4]]","[[1, 7], [5, 9], [4, 12], [4, 14]]","[[6, 17]]",1,,False,5,https://moonboard.com/Problems/View/366518/block-right
366517,"[[0, 4]]","[[2, 6], [7, 9], [6, 13], [6, 16]]","[[6, 17]]",2,,False,1,https://moonboard.com/Problems/View/366517/you-vs-tu
366511,"[[6, 1], [8, 3]]","[[6, 7], [8, 9], [5, 12], [7, 12], [7, 15]]","[[8, 17]]",0,,False,3,https://moonboard.com/Problems/View/366511/calcolo-differenziale
366510,"[[10, 4], [8, 5]]","[[9, 7], [10, 8], [10, 10], [8, 13], [6, 14], [3, 16], [5, 6], [1, 10]]","[[1, 17]]",0,,False,1,https://moonboard.com/Problems/View/366510/nepero-s-log
366508,"[[5, 4]]","[[4, 6], [1, 9], [4, 13], [7, 9], [7, 15], [3, 11]]","[[6, 17]]",0,,False,2,https://moonboard.com/Problems/View/366508/k%C3%A4llan-1
366507,"[[5, 4]]","[[1, 9], [3, 11], [4, 13], [7, 9], [7, 15]]","[[6, 17]]",0,,False,2,https://moonboard.com/Problems/View/366507/don-t-know-idag
366501,"[[5, 4]]","[[4, 7], [5, 10], [4, 12], [9, 12], [7, 15]]","[[10, 17]]",1,,False,5,https://moonboard.com/Problems/View/366501/did-you-bolt-that-right
366478,"[[2, 4]]","[[4, 7], [7, 10], [6, 13], [7, 15]]","[[4, 17]]",0,,False,3,https://moonboard.com/Problems/View/366478/sensible-flats
366468,"[[5, 4], [1, 2]]","[[2, 6], [5, 10], [4, 12], [6, 14], [6, 16]]","[[8, 17], [6, 17]]",0,,False,2,https://moonboard.com/Problems/View/366468/nikolaj-kopernik
366464,"[[7, 4]]","[[6, 7], [2, 9], [3, 12], [3, 15]]","[[8, 17]]",3,,False,1,https://moonboard.com/Problems/View/366464/papper-boy
366459,"[[7, 4], [3, 2]]","[[4, 7], [5, 9], [2, 14], [8, 15]]","[[10, 17]]",5,,False,2,https://moonboard.com/Problems/View/366459/lo-veo-lo-veo
